epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.3556694753708378,0.3467741935483871,1.3166445195674896,0.35625,0.001
2,1.3062159092195573,0.38306451612903225,1.313370591402054,0.325,0.001
3,1.2530414571044266,0.3924731182795699,1.1897051513195038,0.4875,0.001
