epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,764.874,0.65428,1.04993,0.89075,0.96109,0.87011,0.75949,0.87326,0.77745,0.81757,0.79912,0.85837,0.74158,0.61176,1.11558,0.87102,0.91584,0.00102337,0.00102337,0.00102337
41,783.188,0.63759,0.97045,0.82074,0.94223,0.84721,0.80545,0.88913,0.79679,0.84928,0.80723,0.88859,0.76703,0.59154,1.0355,0.81496,0.90901,0.00100687,0.00100687,0.00100687
42,802.865,0.67154,1.08067,0.84966,0.94367,0.84721,0.80545,0.88913,0.79679,0.84928,0.80723,0.88859,0.76703,0.59154,1.0355,0.81496,0.90901,0.000990365,0.000990365,0.000990365
43,820.655,0.62721,0.97798,0.90071,0.96417,0.86861,0.79866,0.88145,0.79598,0.87265,0.80222,0.88211,0.756,0.58472,0.93039,0.82488,0.91364,0.000973861,0.000973861,0.000973861
44,838.604,0.60579,0.93838,0.80563,0.94088,0.86861,0.79866,0.88145,0.79598,0.87265,0.80222,0.88211,0.756,0.58472,0.93039,0.82488,0.91364,0.000957358,0.000957358,0.000957358
45,857.059,0.6212,0.90553,0.79773,0.94234,0.84045,0.8046,0.87438,0.78828,0.84045,0.8046,0.87473,0.75135,0.57508,0.97319,0.84656,0.92035,0.000940855,0.000940855,0.000940855
46,877.139,0.64535,1.04284,0.80567,0.93564,0.84045,0.8046,0.87438,0.78828,0.84045,0.8046,0.87473,0.75135,0.57508,0.97319,0.84656,0.92035,0.000924352,0.000924352,0.000924352
47,896.189,0.61587,0.99265,0.80692,0.92962,0.81414,0.77988,0.854,0.77636,0.80572,0.77319,0.83978,0.72239,0.56374,1.09184,0.86285,0.91699,0.000907848,0.000907848,0.000907848
48,915.512,0.63857,1.04368,0.84294,0.93446,0.81414,0.77988,0.854,0.77636,0.80572,0.77319,0.83978,0.72239,0.56374,1.09184,0.86285,0.91699,0.000891345,0.000891345,0.000891345
49,935.256,0.63584,0.99479,0.82964,0.9406,0.84942,0.79648,0.87208,0.78145,0.84036,0.78807,0.85147,0.73165,0.56969,1.04769,0.83023,0.90516,0.000874842,0.000874842,0.000874842
50,953.888,0.61917,0.9557,0.79539,0.93807,0.84942,0.79648,0.87208,0.78145,0.84036,0.78807,0.85147,0.73165,0.56969,1.04769,0.83023,0.90516,0.000858338,0.000858338,0.000858338
51,972.627,0.57876,0.80885,0.81328,0.93484,0.85973,0.79739,0.88905,0.80034,0.85167,0.78892,0.86573,0.74426,0.55284,0.97305,0.85139,0.89412,0.000841835,0.000841835,0.000841835
52,991.595,0.59768,0.89999,0.78658,0.92606,0.85973,0.79739,0.88905,0.80034,0.85167,0.78892,0.86573,0.74426,0.55284,0.97305,0.85139,0.89412,0.000825332,0.000825332,0.000825332
53,1010.24,0.58591,0.91077,0.74977,0.93117,0.85414,0.79128,0.89336,0.81254,0.85414,0.79128,0.88782,0.7603,0.54709,0.96398,0.84944,0.89484,0.000808828,0.000808828,0.000808828
54,1029.51,0.59503,0.89186,0.74621,0.93421,0.85414,0.79128,0.89336,0.81254,0.85414,0.79128,0.88782,0.7603,0.54709,0.96398,0.84944,0.89484,0.000792325,0.000792325,0.000792325
55,1047.66,0.55611,0.84636,0.74626,0.92367,0.86188,0.8021,0.89795,0.81031,0.86188,0.8021,0.89053,0.77384,0.54592,0.9544,0.81416,0.89981,0.000775822,0.000775822,0.000775822
56,1066.48,0.57073,0.88811,0.7912,0.92373,0.86188,0.8021,0.89795,0.81031,0.86188,0.8021,0.89053,0.77384,0.54592,0.9544,0.81416,0.89981,0.000759318,0.000759318,0.000759318
57,1085.58,0.56257,0.83494,0.74298,0.93272,0.87985,0.80138,0.90033,0.81771,0.87985,0.80138,0.89842,0.77052,0.54199,0.88962,0.76383,0.90502,0.000742815,0.000742815,0.000742815
58,1104.33,0.567,0.8557,0.75466,0.931,0.87985,0.80138,0.90033,0.81771,0.87985,0.80138,0.89842,0.77052,0.54199,0.88962,0.76383,0.90502,0.000726312,0.000726312,0.000726312
59,1123.59,0.60281,0.9242,0.85,0.94523,0.87193,0.82493,0.89691,0.81854,0.87262,0.82671,0.89662,0.76505,0.54505,0.90131,0.73955,0.91074,0.000709809,0.000709809,0.000709809
60,1144.68,0.57546,0.89803,0.72616,0.92429,0.87193,0.82493,0.89691,0.81854,0.87262,0.82671,0.89662,0.76505,0.54505,0.90131,0.73955,0.91074,0.000693305,0.000693305,0.000693305
61,1165.42,0.5784,0.90617,0.72012,0.91913,0.88184,0.81243,0.89492,0.81806,0.88366,0.81421,0.89401,0.776,0.53656,0.84854,0.74586,0.9092,0.000676802,0.000676802,0.000676802
62,1185.77,0.62069,0.98323,0.76714,0.9243,0.88184,0.81243,0.89492,0.81806,0.88366,0.81421,0.89401,0.776,0.53656,0.84854,0.74586,0.9092,0.000660299,0.000660299,0.000660299
63,1204.27,0.54619,0.79761,0.72649,0.91551,0.86665,0.82398,0.89562,0.81281,0.87022,0.82733,0.8951,0.77909,0.54173,0.84967,0.74653,0.90773,0.000643795,0.000643795,0.000643795
64,1223.27,0.55717,0.87107,0.70568,0.90767,0.86665,0.82398,0.89562,0.81281,0.87022,0.82733,0.8951,0.77909,0.54173,0.84967,0.74653,0.90773,0.000627292,0.000627292,0.000627292
65,1243.57,0.58731,0.88693,0.76465,0.92206,0.8096,0.86476,0.89017,0.81186,0.81133,0.86654,0.88968,0.77677,0.53725,0.841,0.77229,0.90532,0.000610789,0.000610789,0.000610789
66,1263.53,0.58724,0.92508,0.73542,0.91651,0.8096,0.86476,0.89017,0.81186,0.81133,0.86654,0.88968,0.77677,0.53725,0.841,0.77229,0.90532,0.000594286,0.000594286,0.000594286
