epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,3870.87,0.50323,0.74764,0.53599,0.87319,0.87063,0.86856,0.90878,0.84678,0.86779,0.86675,0.90253,0.82412,0.44399,0.72775,0.53563,0.8654,0.000825332,0.000825332,0.000825332
53,4008.18,0.48442,0.71387,0.51661,0.87343,0.88219,0.86459,0.9253,0.87071,0.88105,0.86346,0.91908,0.83674,0.42651,0.68194,0.50569,0.85909,0.000808828,0.000808828,0.000808828
54,4149.49,0.48422,0.73053,0.51343,0.87071,0.86773,0.85279,0.90914,0.85517,0.86947,0.85167,0.90249,0.82123,0.42302,0.68276,0.52763,0.85836,0.000792325,0.000792325,0.000792325
55,4292.24,0.50777,0.74807,0.52437,0.86977,0.87667,0.85804,0.91006,0.84773,0.87617,0.85679,0.90512,0.8222,0.44496,0.68113,0.52183,0.86236,0.000775822,0.000775822,0.000775822
56,4434.57,0.48851,0.69256,0.52001,0.8726,0.88263,0.78626,0.88446,0.82988,0.88197,0.78622,0.8797,0.80365,0.43383,0.69543,0.58058,0.86177,0.000759318,0.000759318,0.000759318
57,4574.33,0.49632,0.69539,0.51612,0.87313,0.87307,0.86459,0.90875,0.85171,0.87287,0.86269,0.90409,0.81701,0.43023,0.70482,0.53464,0.86334,0.000742815,0.000742815,0.000742815
58,4715.09,0.48805,0.71306,0.50241,0.86446,0.87276,0.8682,0.91503,0.85712,0.86167,0.87895,0.91017,0.8232,0.43791,0.71459,0.51543,0.86519,0.000726312,0.000726312,0.000726312
59,4851.65,0.47149,0.67527,0.49921,0.86189,0.87922,0.84806,0.90678,0.85128,0.87844,0.84595,0.90088,0.81551,0.42302,0.71518,0.52126,0.85853,0.000709809,0.000709809,0.000709809
60,4995.82,0.49664,0.7125,0.50167,0.86885,0.87482,0.86005,0.90797,0.85078,0.8757,0.85503,0.90385,0.82011,0.42782,0.70751,0.52563,0.86028,0.000693305,0.000693305,0.000693305
61,5140.06,0.49637,0.71606,0.51078,0.87066,0.88336,0.862,0.9106,0.85477,0.88142,0.86,0.90543,0.82818,0.42166,0.68813,0.50687,0.85863,0.000676802,0.000676802,0.000676802
62,5284.87,0.51218,0.75372,0.51713,0.87456,0.87657,0.87335,0.91868,0.86115,0.87392,0.87232,0.9149,0.83882,0.42983,0.69831,0.51189,0.86263,0.000660299,0.000660299,0.000660299
63,5420.83,0.4657,0.68151,0.50035,0.8666,0.87652,0.86729,0.90904,0.85516,0.87641,0.86696,0.90409,0.82826,0.41885,0.68639,0.50626,0.85874,0.000643795,0.000643795,0.000643795
64,5561.67,0.47188,0.69051,0.49124,0.86396,0.88907,0.8511,0.90947,0.85405,0.88822,0.85026,0.90329,0.82436,0.41833,0.68636,0.51041,0.85744,0.000627292,0.000627292,0.000627292
65,5707.26,0.48619,0.71075,0.49423,0.86596,0.85575,0.8727,0.91726,0.86041,0.85479,0.87157,0.91291,0.82439,0.41928,0.71564,0.5167,0.85762,0.000610789,0.000610789,0.000610789
66,5850.11,0.47923,0.68445,0.4895,0.8645,0.88294,0.85443,0.90311,0.84872,0.88178,0.85358,0.89786,0.82374,0.41842,0.66834,0.51165,0.8561,0.000594286,0.000594286,0.000594286
67,5992.57,0.47477,0.69552,0.48913,0.87032,0.88677,0.85356,0.90863,0.85756,0.88607,0.85329,0.90417,0.82526,0.41797,0.68454,0.50426,0.85631,0.000577782,0.000577782,0.000577782
68,6132.13,0.45671,0.67352,0.47658,0.86257,0.85118,0.8706,0.91033,0.85593,0.85027,0.86943,0.90723,0.82895,0.41534,0.69711,0.52739,0.85974,0.000561279,0.000561279,0.000561279
69,6273.82,0.4683,0.67673,0.486,0.86101,0.8767,0.87055,0.91469,0.86206,0.87358,0.87219,0.91176,0.83267,0.41568,0.69658,0.49059,0.85708,0.000544776,0.000544776,0.000544776
70,6415.01,0.47552,0.6976,0.49032,0.863,0.88547,0.85568,0.92008,0.86882,0.88513,0.85411,0.91465,0.8416,0.41194,0.67334,0.48646,0.8553,0.000528272,0.000528272,0.000528272
71,6553.8,0.46006,0.65179,0.47643,0.85618,0.8604,0.86644,0.9181,0.86237,0.85995,0.86603,0.91346,0.83221,0.42215,0.67775,0.51108,0.85685,0.000511769,0.000511769,0.000511769
72,6694.29,0.46382,0.64783,0.47306,0.85879,0.88127,0.86404,0.92228,0.86926,0.88117,0.86407,0.91654,0.84281,0.41303,0.67619,0.48911,0.85593,0.000495266,0.000495266,0.000495266
73,6837.33,0.47808,0.68688,0.47488,0.86397,0.89139,0.86163,0.92288,0.86975,0.88851,0.85837,0.91505,0.83424,0.41316,0.69327,0.48576,0.85559,0.000478762,0.000478762,0.000478762
74,6974.5,0.45346,0.63931,0.48025,0.86086,0.88167,0.85419,0.91482,0.86211,0.87996,0.85292,0.90962,0.83733,0.41149,0.68774,0.50573,0.85334,0.000462259,0.000462259,0.000462259
75,7113.76,0.45455,0.63873,0.46795,0.85977,0.87805,0.85824,0.90828,0.85772,0.8778,0.85807,0.90314,0.82693,0.4141,0.68993,0.50499,0.85701,0.000445756,0.000445756,0.000445756
76,7253.5,0.46352,0.66045,0.47492,0.86036,0.8625,0.8618,0.90707,0.85424,0.86071,0.86234,0.90269,0.82799,0.40825,0.67914,0.50984,0.85802,0.000429253,0.000429253,0.000429253
77,7395.66,0.46732,0.66931,0.48339,0.85934,0.87273,0.87574,0.91453,0.8627,0.87139,0.87452,0.90792,0.82868,0.41021,0.66631,0.48998,0.85792,0.000412749,0.000412749,0.000412749
78,7541.07,0.46077,0.6465,0.46967,0.86027,0.87953,0.86272,0.90801,0.85932,0.88304,0.85498,0.90273,0.83081,0.40466,0.63771,0.4959,0.85593,0.000396246,0.000396246,0.000396246
79,7681.85,0.45955,0.66267,0.4593,0.86289,0.86774,0.86547,0.90413,0.8522,0.86864,0.86462,0.89806,0.81858,0.40757,0.65594,0.49945,0.85472,0.000379743,0.000379743,0.000379743
80,7826.86,0.44964,0.64687,0.45655,0.85622,0.88795,0.85751,0.90713,0.85626,0.88764,0.85723,0.90128,0.82819,0.40167,0.66218,0.48259,0.85331,0.000363239,0.000363239,0.000363239
81,7967.76,0.45056,0.63078,0.45946,0.85684,0.88125,0.86858,0.91361,0.86435,0.87903,0.86647,0.9071,0.83393,0.40314,0.64382,0.48022,0.8557,0.000346736,0.000346736,0.000346736
82,8108.36,0.45502,0.64762,0.45777,0.85811,0.8719,0.87658,0.91769,0.86882,0.8712,0.87653,0.9132,0.83972,0.39852,0.65283,0.47469,0.85335,0.000330233,0.000330233,0.000330233
83,8249.53,0.44821,0.62597,0.45053,0.85712,0.88974,0.86185,0.91376,0.86387,0.88805,0.86158,0.90896,0.84081,0.40257,0.65242,0.4832,0.85478,0.000313729,0.000313729,0.000313729
84,8392.09,0.45556,0.64851,0.45299,0.85796,0.88046,0.86603,0.9097,0.85891,0.8799,0.86547,0.90457,0.83015,0.40278,0.62914,0.48483,0.85585,0.000297226,0.000297226,0.000297226
85,8535.51,0.45848,0.66128,0.45785,0.85769,0.88382,0.86185,0.91487,0.86374,0.88197,0.86168,0.91143,0.83741,0.39965,0.63922,0.48967,0.85514,0.000280723,0.000280723,0.000280723
86,8677.47,0.44158,0.63602,0.44345,0.85462,0.88566,0.86602,0.91452,0.86609,0.8839,0.86431,0.9089,0.83649,0.39465,0.6394,0.47877,0.85364,0.00026422,0.00026422,0.00026422
87,8821.06,0.45735,0.65164,0.45305,0.85973,0.89082,0.85937,0.91299,0.86423,0.8896,0.85824,0.90828,0.8362,0.39622,0.62205,0.47524,0.85233,0.000247716,0.000247716,0.000247716
88,8961.48,0.44509,0.6347,0.44913,0.8541,0.88536,0.86112,0.91377,0.86472,0.88421,0.85998,0.90906,0.83846,0.3943,0.61556,0.4753,0.8524,0.000231213,0.000231213,0.000231213
89,9102.15,0.43441,0.61412,0.44673,0.85475,0.87911,0.87088,0.91307,0.86397,0.87459,0.87439,0.90806,0.83427,0.39709,0.63949,0.4705,0.85271,0.00021471,0.00021471,0.00021471
90,9240.18,0.43189,0.59759,0.44093,0.85367,0.87874,0.87034,0.91206,0.86293,0.87871,0.87041,0.90703,0.83557,0.39265,0.61508,0.47341,0.852,0.000198206,0.000198206,0.000198206
91,9354.46,0.41888,0.58115,0.46334,0.84312,0.86599,0.88057,0.90522,0.85572,0.86278,0.88038,0.89832,0.82604,0.39672,0.65444,0.48717,0.85042,0.000181703,0.000181703,0.000181703
92,9469.94,0.42439,0.5897,0.44166,0.83595,0.83793,0.88302,0.8995,0.84784,0.83191,0.88486,0.89315,0.81966,0.40968,0.68051,0.52274,0.85244,0.0001652,0.0001652,0.0001652
93,9585.74,0.43434,0.60184,0.44274,0.84334,0.8424,0.87009,0.89256,0.84139,0.84005,0.87154,0.88813,0.81342,0.40706,0.68639,0.54218,0.85525,0.000148696,0.000148696,0.000148696
94,9701.17,0.4064,0.55574,0.41902,0.83416,0.87527,0.86556,0.90154,0.85174,0.87438,0.86287,0.89671,0.82491,0.40293,0.67127,0.51897,0.8535,0.000132193,0.000132193,0.000132193
95,9816.49,0.42572,0.59434,0.4262,0.83852,0.87879,0.87734,0.90639,0.85675,0.87898,0.87736,0.90238,0.83112,0.40114,0.66966,0.50614,0.85165,0.00011569,0.00011569,0.00011569
96,9932.13,0.41068,0.55737,0.41362,0.8357,0.87023,0.88161,0.9085,0.85783,0.87006,0.88134,0.90433,0.83053,0.39846,0.67346,0.50431,0.85133,9.91865e-05,9.91865e-05,9.91865e-05
97,10047.5,0.4138,0.56658,0.40906,0.8356,0.88679,0.86657,0.90744,0.85774,0.88618,0.86608,0.90233,0.82916,0.39723,0.65996,0.50061,0.85003,8.26832e-05,8.26832e-05,8.26832e-05
98,10162.3,0.41276,0.55822,0.40394,0.83375,0.89485,0.87047,0.90738,0.85851,0.89402,0.86962,0.90283,0.82967,0.39513,0.66413,0.49056,0.84892,6.61799e-05,6.61799e-05,6.61799e-05
99,10277,0.40069,0.53382,0.39578,0.83227,0.88627,0.87175,0.90871,0.86021,0.88453,0.87242,0.90405,0.83216,0.39313,0.6646,0.48638,0.84872,4.96766e-05,4.96766e-05,4.96766e-05
100,10391.9,0.40809,0.55302,0.40065,0.8307,0.88965,0.87183,0.90676,0.85855,0.88876,0.87244,0.90319,0.8311,0.3937,0.66181,0.48643,0.84922,3.31733e-05,3.31733e-05,3.31733e-05
